266	https://tinyurl.com/microbesigslides	Link to share PDF files as (PMID.pdf):	https://www.dropbox.com/request/BNpgquRv3F0jjvlSar6x	https://tinyurl.com/microbesigs																																																																																																																																							
Dropbox	PubMed	PMID	source within paper	Free-form description	significance threshold	LDA Score >	threshold corrected for MHT? yes/no	control (unexposed) sample size	case (exposed) sample size	case definition 	study design	matched on	confounders controlled for	antibiotics exclusion	Country	host species	body_site	condition	sequencing type	16S variable region	sequencing platform	date of curation	curator	revision 	contrast (list control group last)	UP or DOWN	statistical test	Pielou	Shannon index	Chao1	Simpson	Inverse Simpson	Richness	taxon 1	taxon 2	taxon 3	taxon 4	taxon 5	taxon 6	taxon 7	taxon 8	taxon 9	taxon 10	taxon 11	taxon 12	taxon 13	taxon 14	taxon 15	taxon 16	taxon 17	taxon 18	taxon 19	taxon 20	taxon 21	taxon 22	taxon 23	taxon 24	taxon 25	taxon 26	taxon 27	taxon 28	taxon 29	taxon 30	taxon 31	taxon 32	taxon 33	taxon 34	taxon 35	taxon 36	taxon 37	taxon 38	taxon 39	taxon 40	taxon 41	taxon 42	taxon 43	taxon 44	taxon 45	taxon 46	taxon 47	taxon 48	taxon 49	taxon 50	taxon 51	taxon 52	taxon 53	taxon 54	taxon 55	taxon 56	taxon 57	taxon 58	taxon 59	taxon 60	taxon 61	taxon 62	taxon 63	taxon 64	taxon 65	taxon 66	taxon 67	taxon 68	taxon 69	taxon 70	taxon 71	taxon 72	taxon 73	taxon 74	taxon 75	taxon 76	taxon 77	taxon 78	taxon 79	taxon 80	taxon 81	taxon 82	taxon 83	taxon 84	taxon 85	taxon 86	taxon 87	taxon 88	taxon 89	taxon 90	taxon 91	taxon 92	taxon 93	taxon 94	taxon 95	taxon 96	taxon 97	taxon 98	taxon 99	taxon 100	taxon 101	taxon 102	taxon 103	taxon 104	taxon 105	taxon 106
Dropbox	PubMed	28038683	Supplemental Table S6 + S3	Differentially abundant taxa (phylum‐OTU level) between controls and proximal or distal conventional adenoma cases, as detected by the DESeq function in the DESeq2 package. Models were adjusted for age, sex, categorical BMI, and study. All taxa with an FDR‐adjusted q<0.10 are included in the table.	0.1	NA	yes	323	55	conventional adenoma cases; those with at least one tubular or tubulovillous adenoma and no other polyps of hyperplastic, SSA, or unclassified histology. HP cases; having at least one HP, with no other polyps of tubular, tubulovillous, SSA, or unclassified histology. SSA cases; having at least one SSA, with or without HP(s), and with no other polyps of tubular, tubulovillous, or unclassified histology. Proximal polyps; polyps located in the cecum, ascending colon, hepatic flexure, transverse colon, or splenic flexure. Distal polyps; polyps located in the descending colon, sigmoid colon, or rectum.	case-control	NA	sex, age, categorical BMI, study	NYU included who had not been on long-term antibiotic treatment	United States of America	human	feces	adenoma	16S	V4	Illumina	2018-09-05	Marianthi Thomatos	Shaimaa Elsafoury	Distal conventional adenoma cases vs. controls	DOWN	DESeq2	NA	NO	NA	NA	NA	NO	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Firmicutes|c__Clostridia	f__Mogibacteriaceae	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	k__Bacteria|p__Synergistetes	k__Bacteria|p__Tenericutes|c__Mollicutes																																																																																																	
Dropbox	PubMed	28038683	Supplemental Table S6 + S3	Differentially abundant taxa (phylum‐OTU level) between controls and non‐advanced or advanced conventional adenoma cases, as detected by the DESeq function in the DESeq2 package. Models were adjusted for age, sex, categorical BMI, and study. All taxa with an FDR‐adjusted q<0.10 are included in the table.	0.1	NA	yes	323	121	conventional adenoma cases; those with at least one tubular or tubulovillous adenoma and no other polyps of hyperplastic, SSA, or unclassified histology. HP cases; having at least one HP, with no other polyps of tubular, tubulovillous, SSA, or unclassified histology. SSA cases; having at least one SSA, with or without HP(s), and with no other polyps of tubular, tubulovillous, or unclassified histology. Proximal polyps; polyps located in the cecum, ascending colon, hepatic flexure, transverse colon, or splenic flexure. Distal polyps; polyps located in the descending colon, sigmoid colon, or rectum.	case-control	NA	sex, age, categorical BMI, study	NYU included who had not been on long-term antibiotic treatment	United States of America	human	feces	adenoma	16S	V4	Illumina	2018-09-05	Marianthi Thomatos	Shaimaa Elsafoury	Non-advanced conventional adenoma cases vs. controls	UP	DESeq2	NA	NO	NA	NA	NA	NO	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter	k__Bacteria|p__Firmicutes|c__Bacilli	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_zeae	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium																																																																																														
Dropbox	PubMed	28038683	Supplemental Table S7 + S3	Differentially abundant taxa (phylum‐OTU level) between controls and non‐advanced or advanced conventional adenoma cases, as detected by the DESeq function in the DESeq2 package. Models were adjusted for age, sex, categorical BMI, and study. All taxa with an FDR‐adjusted q<0.10 are included in the table.	0.1	NA	yes	323	121	conventional adenoma cases; those with at least one tubular or tubulovillous adenoma and no other polyps of hyperplastic, SSA, or unclassified histology. HP cases; having at least one HP, with no other polyps of tubular, tubulovillous, SSA, or unclassified histology. SSA cases; having at least one SSA, with or without HP(s), and with no other polyps of tubular, tubulovillous, or unclassified histology. Proximal polyps; polyps located in the cecum, ascending colon, hepatic flexure, transverse colon, or splenic flexure. Distal polyps; polyps located in the descending colon, sigmoid colon, or rectum.	case-control	NA	sex, age, categorical BMI, study	NYU included who had not been on long-term antibiotic treatment	United States of America	human	feces	adenoma	16S	V4	Illumina	2018-09-05	Marianthi Thomatos	Shaimaa Elsafoury	Non-advanced conventional adenoma cases vs. controls	DOWN	DESeq2	NA	NO	NA	NA	NA	NO																																																																																																										
Dropbox	PubMed	28038683	Supplemental Table S7 + S3	Differentially abundant taxa (phylum‐OTU level) between controls and non‐advanced or advanced conventional adenoma cases, as detected by the DESeq function in the DESeq2 package. Models were adjusted for age, sex, categorical BMI, and study. All taxa with an FDR‐adjusted q<0.10 are included in the table.	0.1	NA	yes	323	22	conventional adenoma cases; those with at least one tubular or tubulovillous adenoma and no other polyps of hyperplastic, SSA, or unclassified histology. HP cases; having at least one HP, with no other polyps of tubular, tubulovillous, SSA, or unclassified histology. SSA cases; having at least one SSA, with or without HP(s), and with no other polyps of tubular, tubulovillous, or unclassified histology. Proximal polyps; polyps located in the cecum, ascending colon, hepatic flexure, transverse colon, or splenic flexure. Distal polyps; polyps located in the descending colon, sigmoid colon, or rectum.	case-control	NA	sex, age, categorical BMI, study	NYU included who had not been on long-term antibiotic treatment	United States of America	human	feces	adenoma	16S	V4	Illumina	2018-09-05	Marianthi Thomatos	Shaimaa Elsafoury	advanced conventional adenoma cases vs. controls	UP	DESeq2	NA	NO	NA	NA	NA	NO	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae																																																																																													
Dropbox	PubMed	28038683	Supplemental Table S7 + S3	Differentially abundant taxa (phylum‐OTU level) between controls and non‐advanced or advanced conventional adenoma cases, as detected by the DESeq function in the DESeq2 package. Models were adjusted for age, sex, categorical BMI, and study. All taxa with an FDR‐adjusted q<0.10 are included in the table.	0.1	NA	yes	323	22	conventional adenoma cases; those with at least one tubular or tubulovillous adenoma and no other polyps of hyperplastic, SSA, or unclassified histology. HP cases; having at least one HP, with no other polyps of tubular, tubulovillous, SSA, or unclassified histology. SSA cases; having at least one SSA, with or without HP(s), and with no other polyps of tubular, tubulovillous, or unclassified histology. Proximal polyps; polyps located in the cecum, ascending colon, hepatic flexure, transverse colon, or splenic flexure. Distal polyps; polyps located in the descending colon, sigmoid colon, or rectum.	case-control	NA	sex, age, categorical BMI, study	NYU included who had not been on long-term antibiotic treatment	United States of America	human	feces	adenoma	16S	V4	Illumina	2018-09-05	Marianthi Thomatos	Shaimaa Elsafoury	advanced conventional adenoma cases vs. controls	DOWN	DESeq2	NA	YES	NA	NA	NA	YES	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	k__Bacteria|p__Cyanobacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnobacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria																																																																																																				
Dropbox	PubMed	28173873	Figure 3 +text	Significant taxa by Wilcoxon signed-rank in paired tumor and normal tissue. Box plots representing relative abundances of taxa observed to be significantly different between tumor (orange) and adjacent normal (blue) samples by paired Wilcoxon signed-rank testing after correction for FDR.	0.05	NA	yes	121	121	Not stated	case-control	participants 	NA	NA	United States of America	human	oral gland	squamous cell carcinoma	16S	V1-V4	RT-qPCR	2018-09-05	Nidhi Saini	Shaimaa Elsafoury	squamous cell carcinoma tissues vs. normal adjacent tissues	UP	Mann-Whitney (Wilcoxon)	NA	NO	NA	NA	NA	NA	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas																																																																																																								
Dropbox	PubMed	28173873	Figure 3 +text	Significant taxa by Wilcoxon signed-rank in paired tumor and normal tissue. Box plots representing relative abundances of taxa observed to be significantly different between tumor (orange) and adjacent normal (blue) samples by paired Wilcoxon signed-rank testing after correction for FDR.	0.05	NA	yes	121	121	Not stated	case-control	participants	NA	NA	United States of America	human	oral gland	squamous cell carcinoma	16S	V1-V4	RT-qPCR		Shaimaa Elsafoury	Shaimaa Elsafoury	squamous cell carcinoma tissues vs. normal adjacent tissues	DOWN	Mann-Whitney (Wilcoxon)	NA	NO	NA	NA	NA	NA	k__Bacteria|p__Actinobacteria	k__Bacteria|p__Actinobacteria|c__Actinobacteria	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces																																																																																																					
Dropbox	PubMed	28173873	Figure 4 +text	Relative abundances of differentially represented taxa stratified by T-stage. Box plots representing relative abundances of phylum Actinobacteria (top), genus Actinomyces (middle), and genus Parvimonas (bottom) stratified by T-stage.	0.05	NA	no			Not stated	case-control	NA	NA	NA	United States of America	human	oral gland	squamous cell carcinoma	16S	V1-V4	RT-qPCR		Shaimaa Elsafoury	Shaimaa Elsafoury	T3-T4 high tumor stages patients vs. T0-T2 low tumor stages patients	UP	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas																																																																																																									
Dropbox	PubMed	28173873	Figure 4 +text	Relative abundances of differentially represented taxa stratified by T-stage. Box plots representing relative abundances of phylum Actinobacteria (top), genus Actinomyces (middle), and genus Parvimonas (bottom) stratified by T-stage.	0.05	NA	no			Not stated	case-control	NA	NA	NA	United States of America	human	oral gland	squamous cell carcinoma	16S	V1-V4	RT-qPCR		Shaimaa Elsafoury	Shaimaa Elsafoury	T3-T4 high tumor stages patients vs. T0-T2 low tumor stages patients	DOWN	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Bacteria|p__Actinobacteria																																																																																																								
Dropbox	PubMed	28173873	Figure 4 +text	Relative abundances of differentially represented taxa stratified by T-stage. Box plots representing relative abundances of phylum Actinobacteria (top), genus Actinomyces (middle), and genus Parvimonas (bottom) stratified by T-stage.	0.05	NA	no			Not stated	case-control	NA	NA	NA	United States of America	human	oral gland	squamous cell carcinoma	16S	V1-V4	RT-qPCR		Shaimaa Elsafoury	Shaimaa Elsafoury	T3-T4 stages patients vs. T0-T2 stages patients	UP	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas																																																																																																									
Dropbox	PubMed	28173873	Figure 4 +text	Relative abundances of differentially represented taxa stratified by T-stage. Box plots representing relative abundances of phylum Actinobacteria (top), genus Actinomyces (middle), and genus Parvimonas (bottom) stratified by T-stage.	0.05	NA	no			Not stated	case-control	NA	NA	NA	United States of America	human	oral gland	squamous cell carcinoma	16S	V1-V4	RT-qPCR		Shaimaa Elsafoury	Shaimaa Elsafoury	T3-T4 stages patients vs. T0-T2 stages patients	DOWN	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NA																																																																																																										
Dropbox	PubMed	28173873	Figure 4 +text	Relative abundances of differentially represented taxa stratified by T-stage. Box plots representing relative abundances of phylum Actinobacteria (top), genus Actinomyces (middle), and genus Parvimonas (bottom) stratified by T-stage.	0.05	NA	no			Not stated	case-control	NA	NA	NA	United States of America	human	oral gland	squamous cell carcinoma	16S	V1-V4	RT-qPCR		Shaimaa Elsafoury	Shaimaa Elsafoury	T3-T4 stages patients vs. T0-T2 stages patients	UP	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NA																																																																																																										
Dropbox	PubMed	28173873	Figure 4 +text	Relative abundances of differentially represented taxa stratified by T-stage. Box plots representing relative abundances of phylum Actinobacteria (top), genus Actinomyces (middle), and genus Parvimonas (bottom) stratified by T-stage.	0.05	NA	no			Not stated	case-control	NA	NA	NA	United States of America	human	oral gland	squamous cell carcinoma	16S	V1-V4	RT-qPCR		Shaimaa Elsafoury	Shaimaa Elsafoury	T3-T4 stages patients vs. T0-T2 stages patients	DOWN	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Actinobacteria																																																																																																									
Dropbox	PubMed	27015276	Table 2 	Fecal microbes independently associated with colorectal cancer 	0.05	NA	no	89	42	Not stated	case-control	gender, BMI	age, sex, BMI	NA	United States of America	human	feces	colorectal cancer	16S	V3-V4	Roche454		Shaimaa Elsafoury	Shaimaa Elsafoury	adenocarcinoma of colon and rectum patients vs. controls	UP	Logistic Regression	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas																																																																																																								
Dropbox	PubMed	27015276	Table 2 	Fecal microbes independently associated with colorectal cancer 	0.05	NA	no	89	42	Not stated	case-control	gender, BMI	age, sex, BMI	NA	United States of America	human	feces	colorectal cancer	16S	V3-V4	Roche454		Nidhi Saini	Shaimaa Elsafoury	adenocarcinoma of colon and rectum patients vs. controls	DOWN	Logistic Regression	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Firmicutes|c__Clostridia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae																																																																																																								
Dropbox	PubMed	27625705	Table 2 and Fig 5	Genera that are statistically signifcantly diferent between the two groups hcv patients and healthy participants  (non-parametric t test). All participants were male. 	0.1	2	no	8	6	Not stated	case-control	NA	NA	3 months	Egypt	human	feces	hepatitis	16S	V4	Illumina		Shaimaa Elsafoury	Shaimaa Elsafoury	HCV stage 4 male patients vs. male controls 	UP	LEfSe	NA	NO	NO	NO	NA	NA	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	k__Bacteria|p__Bacteroidetes|c__Bacteroidia	k__Bacteria|p__Bacteroidetes																																																																																																	
Dropbox	PubMed	27625705	Table 2 and Fig 5	Genera that are statistically signifcantly diferent between the two groups hcv patients and healthy participants  (non-parametric t test). All participants were male. 	0.1	2	no	8	6	Not stated	case-control	NA	NA	3 months	Egypt	human	feces	hepatitis	16S	V4	Illumina		Shaimaa Elsafoury	Shaimaa Elsafoury	HCV stage 4 male patients vs. male controls 	DOWN	LEfSe	NA	YES	YES	YES	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas	k__Bacteria|p__Actinobacteria	k__Bacteria|p__Actinobacteria|c__Actinobacteria	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	k__Bacteria|p__Tenericutes|c__Mollicutes	k__Bacteria|p__Tenericutes	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae	k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	k__Bacteria|p__Lentisphaerae																																																																																						
